UniProtIds,Genes,ProteinGroups,ProteinNames,ProteinDescriptions,Valid,Comparison (group1/group2),Condition Numerator,Condition Denominator,# of Ratios,Group,AVG Group Quantity Denominator,AVG Group Quantity Numerator,AVG Log2 Ratio,Absolute AVG Log2 Ratio,% Change,Ratio,Standard Deviation,Pvalue,Qvalue,Degrees Of Freedom,Standard Error,Organisms,Protein Coverage,Molecular Weight,GO Biological Process,GO Molecular Function,GO Cellular Component,Database,Protein Existence,Sequence Version,FASTAName,FASTAHeader,# Unique Total Peptides,# Unique Total EG.Id
O75116,ROCK2,O75116,ROCK2_HUMAN,Rho-associated protein kinase 2,1,T / M,T,M,90,O75116,245.099395751953,147.826049804687,-0.73,0.73,-39.69,0.60,0,3.65E-01,5.49E-01,89,0.187670301371434,Homo sapiens,2.20%,160899.82,"cytokinesis,positive regulation of protein phosphorylation,protein phosphorylation,smooth muscle contraction,I-kappaB kinase/NF-kappaB signaling,Rho protein signal transduction,positive regulation of endothelial cell migration,positive regulation of gene expression,positive regulation of centrosome duplication,negative regulation of angiogenesis,regulation of cell adhesion,cortical actin cytoskeleton organization,regulation of actin cytoskeleton organization,negative regulation of myosin-light-chain-phosphatase activity,viral RNA genome replication,regulation of circadian rhythm,regulation of keratinocyte differentiation,vascular endothelial growth factor receptor signaling pathway,ephrin receptor signaling pathway,rhythmic process,centrosome duplication,regulation of stress fiber assembly,regulation of focal adhesion assembly,cellular response to testosterone stimulus,establishment of protein localization to plasma membrane,regulation of establishment of endothelial barrier,negative regulation of bicellular tight junction assembly,regulation of establishment of cell polarity,regulation of cell motility","protein serine/threonine kinase activity,structural molecule activity,protein binding,ATP binding,Rho GTPase binding,poly(A) RNA binding,metal ion binding,Rho-dependent protein serine/threonine kinase activity","nucleus,centrosome,cytosol,plasma membrane,cytoplasmic ribonucleoprotein granule",sp,1,4,uniprot_sprot_2015-08-28_HUMAN,>sp|O75116|ROCK2_HUMAN Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=1 SV=4,69,87
O75122,CLASP2,O75122,CLAP2_HUMAN,CLIP-associating protein 2,1,T / M,T,M,10,O75122,25.7803001403808,13.9907140731811,-0.88,0.88,-45.73,0.54,0,3.33E-01,5.30E-01,9,0.555526557082258,Homo sapiens,0.90%,141132.76,"microtubule cytoskeleton organization,vesicle targeting,microtubule nucleation,negative regulation of microtubule depolymerization,Golgi organization,mitotic spindle organization,sister chromatid cohesion,establishment or maintenance of cell polarity,exit from mitosis,regulation of gastrulation,positive regulation of epithelial cell migration,regulation of epithelial to mesenchymal transition,microtubule organizing center organization,regulation of microtubule polymerization or depolymerization,regulation of microtubule-based process,microtubule anchoring,positive regulation of exocytosis,cell division,negative regulation of stress fiber assembly,negative regulation of focal adhesion assembly,establishment of protein localization to plasma membrane,positive regulation of extracellular matrix disassembly,negative regulation of wound healing, spreading of epidermal cells,positive regulation of basement membrane assembly involved in embryonic body morphogenesis","dystroglycan binding,protein binding,microtubule binding,microtubule plus-end binding","condensed chromosome kinetochore,cytoplasm,Golgi apparatus,trans-Golgi network,microtubule organizing center,kinetochore microtubule,cytosol,microtubule,cytoplasmic microtubule,plasma membrane,cell cortex,membrane,cell leading edge,ruffle membrane,basal cortex,kinetochore,focal adhesion,mitotic spindle",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O75122|CLAP2_HUMAN CLIP-associating protein 2 OS=Homo sapiens GN=CLASP2 PE=1 SV=2,71,108
O75131,CPNE3,O75131,CPNE3_HUMAN,Copine-3,1,T / M,T,M,85,O75131,832.162475585937,600.734680175781,-0.47,0.47,-27.81,0.72,0,4.40E-01,5.82E-01,84,0.273161215340908,Homo sapiens,18.10%,60130.63,"protein phosphorylation,lipid metabolic process,vesicle-mediated transport,positive regulation of cell migration,ERBB2 signaling pathway,glycerophospholipid biosynthetic process,cellular response to calcium ion,cellular response to growth factor stimulus","protein serine/threonine kinase activity,transporter activity,protein binding,calcium-dependent phospholipid binding,receptor tyrosine kinase binding,poly(A) RNA binding,calcium-dependent protein binding","nucleus,cytoplasm,cytosol,plasma membrane,focal adhesion,cell junction,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|O75131|CPNE3_HUMAN Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1,28,38
O75146,HIP1R,O75146,HIP1R_HUMAN,Huntingtin-interacting protein 1-related protein,1,T / M,T,M,30,O75146,122.068046569824,80.2593841552734,-0.60,0.60,-34.25,0.66,0,9.49E-01,7.53E-01,29,0.349324508388208,Homo sapiens,2.90%,119388.31,"receptor-mediated endocytosis,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,regulation of endocytosis,negative regulation of actin filament polymerization,positive regulation of protein binding,regulation of actin cytoskeleton organization,positive regulation of apoptotic process,positive regulation of epidermal growth factor receptor signaling pathway,protein stabilization,clathrin-dependent endocytosis,positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,regulation of clathrin-dependent endocytosis,positive regulation of platelet-derived growth factor receptor-beta signaling pathway","protein binding,phosphatidylinositol-4,5-bisphosphate binding,phosphatidylinositol-3,4,5-trisphosphate binding,clathrin binding,phosphatidylinositol binding,protein homodimerization activity,phosphatidylinositol-3,4-bisphosphate binding,actin filament binding,phosphatidylinositol-3,5-bisphosphate binding","cytoplasm,mitochondrion,cytoskeleton,clathrin-coated pit,postsynaptic density,clathrin-coated vesicle,clathrin-coated vesicle membrane,ruffle membrane,dendrite cytoplasm,neuronal cell body,dendritic spine,intracellular membrane-bounded organelle,perinuclear region of cytoplasm,synaptic membrane",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O75146|HIP1R_HUMAN Huntingtin-interacting protein 1-related protein OS=Homo sapiens GN=HIP1R PE=1 SV=2,39,46
O75153,CLUH,O75153,CLU_HUMAN,Clustered mitochondria protein homolog,1,T / M,T,M,20,O75153,53.4149627685546,26.0209865570068,-1.04,1.04,-51.29,0.49,0,1.21E-02,9.42E-02,19,0.357802256462826,Homo sapiens,0%,146669.81,"mitochondrion organization,intracellular distribution of mitochondria",mRNA binding,cytoplasm,sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O75153|CLU_HUMAN Clustered mitochondria protein homolog OS=Homo sapiens GN=CLUH PE=1 SV=2,53,66
O75165,DNAJC13,O75165,DJC13_HUMAN,DnaJ homolog subfamily C member 13,1,T / M,T,M,110,O75165,265.633514404296,168.476730346679,-0.66,0.66,-36.58,0.63,0,7.16E-01,6.82E-01,109,0.15742591504073,Homo sapiens,3.70%,254414.88,"osteoblast differentiation,endosome organization,protein transport,regulation of early endosome to recycling endosome transport,regulation of early endosome to late endosome transport",protein binding,"cytoplasm,lysosomal membrane,endosome membrane,membrane,early endosome membrane,intracellular membrane-bounded organelle,extracellular exosome,WASH complex",sp,1,5,uniprot_sprot_2015-08-28_HUMAN,>sp|O75165|DJC13_HUMAN DnaJ homolog subfamily C member 13 OS=Homo sapiens GN=DNAJC13 PE=1 SV=5,63,78
O75175,CNOT3,O75175,CNOT3_HUMAN,CCR4-NOT transcription complex subunit 3,TRUE,T / M,T,M,5,O75175,10.0836935043334,8.87981700897216,-0.18,0.18,-11.94,0.88,0,4.86E-01,6.08E-01,4,1.13561964065423,Homo sapiens,0%,81872,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,nuclear-transcribed mRNA poly(A) tail shortening,trophectodermal cell differentiation,transcription, DNA-templated,regulation of transcription, DNA-templated,DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest,negative regulation of translation,gene silencing by RNA,regulation of stem cell population maintenance",protein binding,"cytoplasmic mRNA processing body,nucleus,cytosol,CCR4-NOT complex,CCR4-NOT core complex",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|O75175|CNOT3_HUMAN CCR4-NOT transcription complex subunit 3 OS=Homo sapiens GN=CNOT3 PE=1 SV=1,15,19
O75251,NDUFS7,O75251,NDUS7_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",TRUE,T / M,T,M,10,O75251,158.100051879882,140.765060424804,-0.17,0.17,-10.96,0.89,0,7.80E-01,7.07E-01,9,0.586005092922304,Homo sapiens,4.20%,23563.5,"mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly","protease binding,protein binding,NADH dehydrogenase (ubiquinone) activity,oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,metal ion binding,quinone binding,4 iron, 4 sulfur cluster binding,NADH dehydrogenase activity","mitochondrial respiratory chain complex I,mitochondrial matrix,neuron projection,neuronal cell body,synaptic membrane",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,">sp|O75251|NDUS7_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 PE=1 SV=3",5,8
O75306,NDUFS2,O75306,NDUS2_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",TRUE,T / M,T,M,40,O75306,207.752609252929,674.558471679687,1.70,1.70,224.69,3.25,0,3.25E-01,5.29E-01,39,0.27989582342275,Homo sapiens,0%,52545.64,"mitochondrial electron transport, NADH to ubiquinone,response to oxidative stress,mitochondrial respiratory chain complex I assembly","protein binding,NADH dehydrogenase (ubiquinone) activity,electron carrier activity,ubiquitin protein ligase binding,metal ion binding,quinone binding,NAD binding,4 iron, 4 sulfur cluster binding,NADH dehydrogenase activity","nucleoplasm,mitochondrion,mitochondrial respiratory chain complex I,mitochondrial matrix",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,">sp|O75306|NDUS2_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens GN=NDUFS2 PE=1 SV=2",26,38
O75323,GBAS,O75323,NIPS2_HUMAN,Protein NipSnap homolog 2,TRUE,T / M,T,M,10,O75323,9.38580989837646,26.8297328948974,1.52,1.52,185.85,2.86,0,5.28E-02,2.38E-01,9,0.496956052970413,Homo sapiens,0%,33742.64,"oxidative phosphorylation,ATP biosynthetic process,negative regulation of ATP citrate synthase activity",protein binding,"mitochondrion,integral component of plasma membrane,membrane",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|O75323|NIPS2_HUMAN Protein NipSnap homolog 2 OS=Homo sapiens GN=GBAS PE=1 SV=1,17,25
O75334;O75335;Q13136,PPFIA2;PPFIA4;PPFIA1,O75334;O75335;Q13136,LIPA2_HUMAN;LIPA4_HUMAN;LIPA1_HUMAN,Liprin-alpha-2;Liprin-alpha-4;Liprin-alpha-1,TRUE,T / M,T,M,10,O75334;O75335;Q13136,30.9995231628417,22.5523529052734,-0.46,0.46,-27.25,0.73,0,7.13E-01,6.82E-01,9,0.57332847570561,Homo sapiens,1%;1%;1%,143290.55;134403.83;135778.74,"cell-matrix adhesion,neurotransmitter secretion,glutamate secretion;neurotransmitter secretion,glutamate secretion;cell-matrix adhesion,signal transduction,neurotransmitter secretion,glutamate secretion,negative regulation of stress fiber assembly,negative regulation of establishment of protein localization to plasma membrane","protein binding;protein binding;signal transducer activity,protein binding","cytoplasm,cytosol,cell surface,presynaptic active zone,extracellular exosome;intracellular,cytosol,cell surface,synapse,presynaptic active zone;cytoplasm,cytosol,focal adhesion,presynaptic active zone",sp,1;2;1,2;3;1,uniprot_sprot_2015-08-28_HUMAN,>sp|O75334|LIPA2_HUMAN Liprin-alpha-2 OS=Homo sapiens GN=PPFIA2 PE=1 SV=2;>sp|O75335|LIPA4_HUMAN Liprin-alpha-4 OS=Homo sapiens GN=PPFIA4 PE=2 SV=3;>sp|Q13136|LIPA1_HUMAN Liprin-alpha-1 OS=Homo sapiens GN=PPFIA1 PE=1 SV=1,2,3
O75340,PDCD6,O75340,PDCD6_HUMAN,Programmed cell death protein 6,TRUE,T / M,T,M,15,O75340,120.954048156738,138.206817626953,0.19,0.19,14.26,1.14,0,5.60E-01,6.27E-01,14,0.406985551723774,Homo sapiens,0%,21868.48,"angiogenesis,positive regulation of endothelial cell proliferation,proteolysis,intracellular protein transport,activation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of endothelial cell migration,negative regulation of vascular endothelial growth factor receptor signaling pathway,negative regulation of TOR signaling,cellular response to heat,vascular endothelial growth factor receptor-2 signaling pathway,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of angiogenesis,response to calcium ion,negative regulation of protein kinase B signaling,apoptotic signaling pathway","calcium-dependent cysteine-type endopeptidase activity,calcium ion binding,protein binding,protein homodimerization activity,protein anchor,protein dimerization activity,calcium-dependent protein binding,binding, bridging","nucleus,cytoplasm,endosome,endoplasmic reticulum,endoplasmic reticulum membrane,cytoplasmic vesicle,nuclear membrane,extracellular exosome,endoplasmic reticulum exit site",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|O75340|PDCD6_HUMAN Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1,13,19
O75351,VPS4B,O75351,VPS4B_HUMAN,Vacuolar protein sorting-associated protein 4B,TRUE,T / M,T,M,45,O75351,242.219039916992,164.39321899414,-0.56,0.56,-32.13,0.68,0,6.97E-01,6.74E-01,44,0.255446316221696,Homo sapiens,13.50%,49302.07,"cell separation after cytokinesis,potassium ion transport,autophagy,nucleus organization,vacuole organization,mitotic metaphase plate congression,regulation of centrosome duplication,positive regulation of G2/M transition of mitotic cell cycle,protein transport,endosomal transport,viral life cycle,viral release from host cell,cholesterol transport,endosome to lysosome transport via multivesicular body sorting pathway,response to lipid,multivesicular body assembly,viral budding via host ESCRT complex,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,positive regulation of viral process,regulation of viral process,protein depolymerization,negative regulation of cell death,late endosomal microautophagy,ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway,regulation of mitotic spindle assembly,positive regulation of viral release from host cell,negative regulation of exosomal secretion,positive regulation of exosomal secretion,positive regulation of centriole elongation,positive regulation of viral life cycle,ESCRT III complex disassembly,cytoplasmic microtubule organization","protein binding,ATP binding,protein C-terminus binding,ATPase activity,ATPase activity, coupled,identical protein binding,protein homodimerization activity,microtubule-severing ATPase activity","spindle pole,nucleus,cytoplasm,endosome,centrosome,cytosol,endosome membrane,late endosome membrane,extracellular exosome,Flemming body",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O75351|VPS4B_HUMAN Vacuolar protein sorting-associated protein 4B OS=Homo sapiens GN=VPS4B PE=1 SV=2,23,32
O75352,MPDU1,O75352,MPU1_HUMAN,Mannose-P-dolichol utilization defect 1 protein,TRUE,T / M,T,M,10,O75352,24.5553817749023,19.9022560119628,-0.30,0.30,-18.95,0.81,0,4.74E-02,2.26E-01,9,0.336752782924377,Homo sapiens,0%,26637.83,"protein folding,dolichol-linked oligosaccharide biosynthetic process,transport,oligosaccharide biosynthetic process",protein binding,"mitochondrion,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of membrane,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O75352|MPU1_HUMAN Mannose-P-dolichol utilization defect 1 protein OS=Homo sapiens GN=MPDU1 PE=1 SV=2,4,5
O75367,H2AFY,O75367,H2AY_HUMAN,Core histone macro-H2A.1,TRUE,T / M,T,M,85,O75367,2826.73706054687,1860.78405761718,-0.60,0.60,-34.17,0.66,0,5.27E-01,6.23E-01,84,0.235263686156769,Homo sapiens,7.30%,39617.05,"negative regulation of transcription from RNA polymerase II promoter,nucleosome assembly,chromatin silencing,dosage compensation,chromatin modification,regulation of lipid metabolic process,negative regulation of histone phosphorylation,positive regulation of maintenance of mitotic sister chromatid cohesion,regulation of gene expression, epigenetic,positive regulation of keratinocyte differentiation,negative regulation of gene expression, epigenetic,positive regulation of gene expression, epigenetic,negative regulation of histone H3-K4 methylation,negative regulation of histone H3-K27 methylation,establishment of protein localization to chromatin,negative regulation of protein serine/threonine kinase activity,negative regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter,negative regulation of cell cycle G2/M phase transition,negative regulation of protein localization to chromosome, telomeric region,regulation of cell growth,regulation of chromatin silencing at rDNA","rDNA binding,RNA polymerase II regulatory region sequence-specific DNA binding,RNA polymerase II core promoter sequence-specific DNA binding,core promoter sequence-specific DNA binding,DNA binding,protein binding,double-stranded methylated DNA binding,enzyme binding,protein kinase binding,protein serine/threonine kinase inhibitor activity,chromatin DNA binding,nucleosomal DNA binding,transcription regulatory region DNA binding,protein heterodimerization activity","nuclear chromosome,nuclear chromosome, telomeric region,nucleosome,nuclear chromatin,condensed chromosome,sex chromatin,Barr body,nucleus,pericentric heterochromatin,nucleolus,extracellular exosome,ESC/E(Z) complex",sp,1,4,uniprot_sprot_2015-08-28_HUMAN,>sp|O75367|H2AY_HUMAN Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY PE=1 SV=4,23,38
O75369,FLNB,O75369,FLNB_HUMAN,Filamin-B,TRUE,T / M,T,M,705,O75369,20844.0625,12224.9365234375,-0.77,0.77,-41.35,0.59,0,2.37E-05,7.69E-04,704,0.079419702697206,Homo sapiens,27.20%,278164.03,"keratinocyte development,epithelial cell morphogenesis,cytoskeletal anchoring at plasma membrane,signal transduction,skeletal muscle tissue development,actin cytoskeleton organization,cell-cell adhesion","actin binding,protein binding,poly(A) RNA binding,cadherin binding involved in cell-cell adhesion","stress fiber,cytoplasm,cytosol,plasma membrane,brush border,cell-cell adherens junction,focal adhesion,cell cortex,actin cytoskeleton,integral component of membrane,Z disc,extracellular matrix,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O75369|FLNB_HUMAN Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=2,210,349
O75390,CS,O75390,CISY_HUMAN,"Citrate synthase, mitochondrial",TRUE,T / M,T,M,65,O75390,856.382446289062,524.660461425781,-0.71,0.71,-38.74,0.61,0,4.65E-02,2.24E-01,64,0.25798284613687,Homo sapiens,5.40%,51712.43,"carbohydrate metabolic process,tricarboxylic acid cycle,citrate metabolic process","citrate (Si)-synthase activity,poly(A) RNA binding","nucleus,mitochondrion,mitochondrial matrix,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,">sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2",30,65
O75396,SEC22B,O75396,SC22B_HUMAN,Vesicle-trafficking protein SEC22b,TRUE,T / M,T,M,45,O75396,147.31785583496,168.42398071289,0.19,0.19,14.33,1.14,0,2.78E-01,5.03E-01,44,0.25555003618248,Homo sapiens,5.60%,24593.32,"ER to Golgi vesicle-mediated transport,retrograde vesicle-mediated transport, Golgi to ER,protein transport,regulation of organelle organization,positive regulation of protein catabolic process,COPII vesicle coating,vesicle fusion with Golgi apparatus,exocytosis","SNARE binding,SNAP receptor activity,protein binding,syntaxin binding","Golgi membrane,endoplasmic reticulum membrane,endoplasmic reticulum-Golgi intermediate compartment,ER to Golgi transport vesicle membrane,integral component of membrane,transport vesicle,SNARE complex,endoplasmic reticulum-Golgi intermediate compartment membrane,melanosome",sp,1,4,uniprot_sprot_2015-08-28_HUMAN,>sp|O75396|SC22B_HUMAN Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4,15,21
O75400,PRPF40A,O75400,PR40A_HUMAN,Pre-mRNA-processing factor 40 homolog A,TRUE,T / M,T,M,10,O75400,81.8163757324218,42.0221405029296,-0.96,0.96,-48.64,0.51,0,4.07E-01,5.66E-01,9,0.731881491529568,Homo sapiens,0%,108804.96,"mRNA splicing, via spliceosome,cytoskeleton organization,cell cycle,regulation of cell shape,cell migration,regulation of cytokinesis,cell division","RNA binding,protein binding,poly(A) RNA binding,proline-rich region binding","nucleoplasm,U1 snRNP,cytoplasm,membrane,nuclear matrix,nuclear speck,U2-type prespliceosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O75400|PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens GN=PRPF40A PE=1 SV=2,30,41
O75436,VPS26A,O75436,VP26A_HUMAN,Vacuolar protein sorting-associated protein 26A,TRUE,T / M,T,M,10,O75436,48.7114601135253,73.8064422607421,0.60,0.60,51.52,1.52,0,7.65E-02,2.86E-01,9,0.435457986865623,Homo sapiens,0%,38169.91,"intracellular protein transport,Wnt signaling pathway,regulation of macroautophagy,retrograde transport, endosome to Golgi,retrograde transport, endosome to plasma membrane","protein binding,protein transporter activity","endosome,early endosome,cytosol,endosome membrane,retromer complex,retromer, cargo-selective complex,vesicle,intracellular membrane-bounded organelle,extracellular exosome,tubular endosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O75436|VP26A_HUMAN Vacuolar protein sorting-associated protein 26A OS=Homo sapiens GN=VPS26A PE=1 SV=2,21,30
O75439,PMPCB,O75439,MPPB_HUMAN,Mitochondrial-processing peptidase subunit beta,TRUE,T / M,T,M,30,O75439,245.109451293945,101.685714721679,-1.27,1.27,-58.51,0.41,0,7.48E-01,6.97E-01,29,0.383996848950594,Homo sapiens,0%,54366.14,"mitochondrial electron transport, ubiquinol to cytochrome c,aerobic respiration,protein processing","metalloendopeptidase activity,zinc ion binding","mitochondrial respiratory chain complex III,mitochondrial matrix",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O75439|MPPB_HUMAN Mitochondrial-processing peptidase subunit beta OS=Homo sapiens GN=PMPCB PE=1 SV=2,27,38
O75475,PSIP1,O75475,PSIP1_HUMAN,PC4 and SFRS1-interacting protein,TRUE,T / M,T,M,25,O75475,151.602264404296,89.606689453125,-0.76,0.76,-40.89,0.59,0,4.14E-02,2.09E-01,24,0.348719044052266,Homo sapiens,0%,60103.24,"mRNA 5'-splice site recognition,transcription, DNA-templated,regulation of transcription, DNA-templated,response to oxidative stress,response to heat,nuclear transport,establishment of integrated proviral latency","protein binding,poly(A) RNA binding,supercoiled DNA binding","nucleoplasm,cytosol,transcriptionally active chromatin",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|O75475|PSIP1_HUMAN PC4 and SFRS1-interacting protein OS=Homo sapiens GN=PSIP1 PE=1 SV=1,26,36
O75477,ERLIN1,O75477,ERLN1_HUMAN,Erlin-1,TRUE,T / M,T,M,20,O75477,72.5953674316406,335.207397460937,2.21,2.21,361.75,4.62,0,5.62E-01,6.27E-01,19,0.3882269580646,Homo sapiens,0%,38925.81,"cholesterol metabolic process,ER-associated ubiquitin-dependent protein catabolic process,SREBP signaling pathway,negative regulation of cholesterol biosynthetic process,negative regulation of fatty acid biosynthetic process","protein binding,cholesterol binding,ubiquitin protein ligase binding","endoplasmic reticulum,endoplasmic reticulum membrane,integral component of membrane,protein complex",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|O75477|ERLN1_HUMAN Erlin-1 OS=Homo sapiens GN=ERLIN1 PE=1 SV=1,15,21
O75489,NDUFS3,O75489,NDUS3_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",TRUE,T / M,T,M,35,O75489,128.221969604492,135.051651000976,0.07,0.07,5.33,1.05,0,2.75E-01,5.00E-01,34,0.247452763158735,Homo sapiens,0%,30241.53,"mitochondrial electron transport, NADH to ubiquinone,substantia nigra development,negative regulation of cell growth,mitochondrial respiratory chain complex I assembly,reactive oxygen species metabolic process,negative regulation of intrinsic apoptotic signaling pathway","NADH dehydrogenase activity,protein binding,NADH dehydrogenase (ubiquinone) activity,electron carrier activity","nucleus,mitochondrion,mitochondrial respiratory chain complex I,mitochondrial matrix,mitochondrial membrane,myelin sheath",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,">sp|O75489|NDUS3_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens GN=NDUFS3 PE=1 SV=1",27,42
O75494,SRSF10,O75494,SRS10_HUMAN,Serine/arginine-rich splicing factor 10,TRUE,T / M,T,M,30,O75494,299.569763183593,309.290588378906,0.05,0.05,3.24,1.03,0,5.61E-01,6.27E-01,29,0.262042389664196,Homo sapiens,0%,31300.54,"spliceosomal tri-snRNP complex assembly,RNA splicing, via transesterification reactions,mRNA splicing, via spliceosome,regulation of transcription, DNA-templated,mRNA splice site selection,mRNA export from nucleus,cytosolic transport,regulation of mRNA splicing, via spliceosome,negative regulation of mRNA splicing, via spliceosome","nucleotide binding,RNA binding,protein binding,poly(A) RNA binding,RS domain binding,unfolded protein binding","nucleus,nucleoplasm,cytoplasm,cytosol,nuclear speck,dendrite,neuronal cell body,axon terminus",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|O75494|SRS10_HUMAN Serine/arginine-rich splicing factor 10 OS=Homo sapiens GN=SRSF10 PE=1 SV=1,10,17
O75521,ECI2,O75521,ECI2_HUMAN,"Enoyl-CoA delta isomerase 2, mitochondrial",TRUE,T / M,T,M,20,O75521,74.9100494384765,79.0381088256836,0.08,0.08,5.51,1.06,0,1.53E-01,3.87E-01,19,0.409671358841581,Homo sapiens,0%,43585.14,"fatty acid beta-oxidation,cellular lipid metabolic process","fatty-acyl-CoA binding,dodecenoyl-CoA delta-isomerase activity,receptor binding","nucleoplasm,mitochondrion,peroxisomal matrix,membrane,intracellular membrane-bounded organelle",sp,1,4,uniprot_sprot_2015-08-28_HUMAN,">sp|O75521|ECI2_HUMAN Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens GN=ECI2 PE=1 SV=4",23,34
O75531,BANF1,O75531,BAF_HUMAN,Barrier-to-autointegration factor,TRUE,T / M,T,M,20,O75531,130.8310546875,66.2287521362304,-0.98,0.98,-49.38,0.51,0,4.27E-01,5.76E-01,19,0.497269644918997,Homo sapiens,0%,10058.57,"mitotic nuclear envelope disassembly,mitotic nuclear envelope reassembly,response to virus,DNA integration,nuclear transport,establishment of integrated proviral latency","DNA binding,protein binding,protein C-terminus binding,enzyme binding,protein homodimerization activity,protein N-terminus binding,LEM domain binding","condensed chromosome,nucleus,nucleoplasm,cytoplasm,cytosol,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|O75531|BAF_HUMAN Barrier-to-autointegration factor OS=Homo sapiens GN=BANF1 PE=1 SV=1,13,21
O75533,SF3B1,O75533,SF3B1_HUMAN,Splicing factor 3B subunit 1,TRUE,T / M,T,M,140,O75533,240.032592773437,429.510070800781,0.84,0.84,78.94,1.79,0,8.40E-02,3.00E-01,139,0.145509879609317,Homo sapiens,0.80%,145830.36,"spliceosomal complex assembly,RNA splicing, via transesterification reactions,mRNA splicing, via spliceosome,positive regulation of gene expression, epigenetic","mRNA binding,protein binding,poly(A) RNA binding","nucleus,nucleoplasm,spliceosomal complex,U2 snRNP,U12-type spliceosomal complex,nuclear speck,U11/U12 snRNP,U2-type prespliceosome,catalytic step 2 spliceosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|O75533|SF3B1_HUMAN Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3,77,139
O75534,CSDE1,O75534,CSDE1_HUMAN,Cold shock domain-containing protein E1,TRUE,T / M,T,M,30,O75534,527.4384765625,333.200744628906,-0.66,0.66,-36.83,0.63,0,8.85E-01,7.35E-01,29,0.467363213722202,Homo sapiens,0%,88884.66,"regulation of transcription, DNA-templated,male gonad development,nuclear-transcribed mRNA catabolic process, no-go decay","DNA binding,poly(A) RNA binding","cytoplasm,mitochondrial inner membrane,Golgi apparatus,plasma membrane,CRD-mediated mRNA stability complex",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O75534|CSDE1_HUMAN Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1 PE=1 SV=2,48,63
